"","First.Variable","Second.Variable","Correlation"
"287","set_operation_latency.unsigned_add_8","Cycles",0.551839378400682
"344","set_resource_constraint.signed_modulus_32","FMax",-0.551400074862303
"400","set_resource_constraint.unsigned_modulus_32","FMax",-0.550045123957725
"175","set_operation_latency.unsigned_multiply_8","Cycles",0.548458007033225
"857","set_parameter.PS_MAX_SIZE","Regs",-0.547527888039371
"837","set_operation_latency.altfp_subtract_8","Regs",0.541247335677914
"339","set_resource_constraint.unsigned_divide_16","FMax",-0.539752130784573
"850","set_resource_constraint.altfp_divide_16","Regs",-0.535299252469208
"236","set_operation_latency.local_mem_dual_port","Cycles",0.534145546608951
"279","set_resource_constraint.unsigned_add_8","Cycles",0.534136753531273
"861","set_operation_latency.altfp_multiply_32","Regs",0.53399408261117
"214","set_operation_latency.signed_modulus_64","Cycles",0.53357670838438
"266","set_resource_constraint.unsigned_add_64","Cycles",0.532819448740051
"854","set_operation_latency.altfp_multiply_8","Regs",0.532721857108033
"337","set_operation_latency.reg","FMax",-0.528590861442123
"830","set_operation_latency.altfp_add_32","Regs",0.526820259748216
"161","set_resource_constraint.unsigned_modulus_16","Cycles",0.525525707226503
"792","set_resource_constraint.unsigned_divide_16","Regs",-0.52329612599897
"228","set_operation_latency.signed_modulus_8","Cycles",0.522604054970572
"314","set_resource_constraint.altfp_add_8","FMax",-0.518088763185554
"417","set_resource_constraint.unsigned_add_64","FMax",-0.517043606533229
"444","set_resource_constraint.shared_mem_dual_port","FMax",-0.516527370283864
"293","set_resource_constraint.shared_mem_dual_port","Cycles",0.515991628389715
"791","set_operation_latency.unsigned_modulus_64","Regs",-0.515751395232437
"442","set_resource_constraint.signed_modulus_8","FMax",-0.515458144781889
"197","set_resource_constraint.mem_dual_port","Cycles",0.514181062516121
"193","set_resource_constraint.signed_modulus_32","Cycles",0.512237459127239
"312","set_resource_constraint.unsigned_modulus_16","FMax",-0.512192181304466
"348","set_resource_constraint.mem_dual_port","FMax",-0.508427829046016
"165","set_resource_constraint.unsigned_add_32","Cycles",0.504182797345045
"875","set_operation_latency.altfp_divide_8","Regs",0.50335039128533
"274","set_operation_latency.signed_modulus_16","Cycles",0.502847702843518
"868","set_operation_latency.altfp_divide_32","Regs",0.501711832301429
"157","set_resource_constraint.altfp_multiply_64","Cycles",0.501264343634613
"163","set_resource_constraint.altfp_add_8","Cycles",0.499601505394366
"275","set_operation_latency.unsigned_multiply_16","Cycles",0.499513222431307
"433","set_resource_constraint.altfp_multiply_16","FMax",-0.498824779270557
"162","set_resource_constraint.unsigned_multiply_32","Cycles",0.497953864618018
"371","set_resource_constraint.unsigned_modulus_8","FMax",-0.497738798767297
"220","set_resource_constraint.unsigned_modulus_8","Cycles",0.496024692448108
"256","set_resource_constraint.unsigned_divide_32","Cycles",0.495454762830914
"316","set_resource_constraint.unsigned_add_32","FMax",-0.49180061434482
"155","set_operation_latency.mem_dual_port","Cycles",0.488126814813815
"862","set_operation_latency.altfp_add_16","Regs",0.488019474444997
"331","set_resource_constraint.altfp_subtract_16","FMax",-0.487608744264514
"853","set_resource_constraint.unsigned_modulus_32","Regs",-0.484300165653953
"841","set_operation_latency.altfp_subtract_64","Regs",0.483821760296861
"203","set_operation_latency.signed_add_8","Cycles",-0.481386943539358
"382","set_resource_constraint.altfp_add_32","FMax",-0.481267560531318
"308","set_resource_constraint.altfp_multiply_64","FMax",-0.481057260597043
"407","set_resource_constraint.unsigned_divide_32","FMax",-0.480641390331986
"416","set_operation_latency.altfp_sitofp","FMax",-0.479507413255695
"273","set_parameter.MB_MAX_BACK_PASSES","Cycles",0.479305333384421
"439","set_operation_latency.altfp_extend_16","FMax",-0.477863721337105
"328","set_operation_latency.altfp_truncate_8","FMax",-0.475678838842496
"313","set_resource_constraint.unsigned_multiply_32","FMax",-0.475621849856502
"176","set_operation_latency.unsigned_add_32","Cycles",0.474727901533352
"185","set_resource_constraint.unsigned_multiply_8","Cycles",0.474344195865706
"172","set_parameter.PS_MIN_SIZE","Cycles",0.472710758917171
"389","set_resource_constraint.signed_divide_32","FMax",-0.472061758729216
"212","set_resource_constraint.altfp_multiply_8","Cycles",0.472010767559914
"156","set_operation_latency.altfp_truncate_16","Cycles",0.470800774363248
"238","set_resource_constraint.signed_divide_32","Cycles",0.469928504607204
"282","set_resource_constraint.altfp_multiply_16","Cycles",0.469139513856933
"195","set_resource_constraint.unsigned_modulus_64","Cycles",0.467328507447576
"357","set_parameter.CLOCK_PERIOD","FMax",-0.467070716356384
"435","set_resource_constraint.unsigned_divide_8","FMax",-0.465154291270672
"196","set_operation_latency.unsigned_modulus_8","Cycles",0.464894938109766
"826","set_parameter.ENABLE_PATTERN_SHARING","Regs",0.46325620699578
"168","set_operation_latency.signed_modulus_32","Cycles",0.462549106068117
"870","set_resource_constraint.unsigned_add_64","Regs",-0.460028052775444
"840","set_operation_latency.local_mem_dual_port","Regs",-0.455404838775837
"327","set_operation_latency.unsigned_add_32","FMax",-0.45232391106145
"270","set_resource_constraint.unsigned_add_16","Cycles",0.451242276698683
"260","set_operation_latency.unsigned_add_64","Cycles",0.451093000429687
"363","set_resource_constraint.altfp_multiply_8","FMax",-0.450958980852208
"231","set_resource_constraint.altfp_add_32","Cycles",0.450356635390248
"429","set_operation_latency.altfp_subtract_16","FMax",0.450115743490103
"888","set_resource_constraint.unsigned_divide_8","Regs",-0.449125698199724
"246","set_resource_constraint.altfp_divide_16","Cycles",0.447387662133999
"883","set_resource_constraint.unsigned_add_8","Regs",-0.447251942066593
"307","set_operation_latency.altfp_truncate_16","FMax",-0.446955051520866
"362","set_operation_latency.signed_divide_8","FMax",-0.446410121385117
